gene,ensembl_gene_id,log2FoldChange,padj
Etnppl,ENSMUSG00000019232,-1.89661,0
Fabp7,ENSMUSG00000019874,-1.81116,0
Calb1,ENSMUSG00000028222,1.55225,0
Slc7a11,ENSMUSG00000027737,-1.89947,0
Vgf,ENSMUSG00000037428,1.95497,0
Phgdh,ENSMUSG00000053398,-2.58896,0
Gal,ENSMUSG00000024907,1.93057,0
Efhd1,ENSMUSG00000026255,-2.50219,0
Bcas1,ENSMUSG00000013523,-1.72077,0
Zcchc24,ENSMUSG00000055538,-1.69228,0
mt-Cytb,ENSMUSG00000064370,-3.96715,0
Ntrk2,ENSMUSG00000055254,-1.36134,0
Gng12,ENSMUSG00000036402,-1.58497,0
Gm20721,ENSMUSG00000090625,1.41491,0
Tril,ENSMUSG00000043496,-1.65791,0
Gpm6b,ENSMUSG00000031342,-1.93404,0
Sparcl1,ENSMUSG00000029309,-1.86195,0
Slc39a6,ENSMUSG00000024270,1.55439,0
Atg7,ENSMUSG00000030314,6.35057,0
Fth1,ENSMUSG00000024661,-1.17814,0
Mbp,ENSMUSG00000041607,-1.67209,0
Trpm3,ENSMUSG00000052387,-1.53145,0
Trps1,ENSMUSG00000038679,-1.4677,0
Shisal2b,ENSMUSG00000042655,3.50714,0
Hipk2,ENSMUSG00000061436,-1.18515,0
Cd44,ENSMUSG00000005087,2.4176,0
Bmpr1b,ENSMUSG00000052430,-2.20036,0
Sfxn5,ENSMUSG00000033720,-1.33081,0
Vcan,ENSMUSG00000021614,-2.51313,0
Syt5,ENSMUSG00000004961,1.35317,0
Fermt2,ENSMUSG00000037712,-1.46167,0
Plekhh1,ENSMUSG00000060716,-1.58852,0
Fgfr2,ENSMUSG00000030849,-1.88885,0
Golga7,ENSMUSG00000015341,-1.28051,0
Sp1,ENSMUSG00000001280,-1.67049,0
Unc13c,ENSMUSG00000062151,-1.1879,0
"",ENSMUSG00000097815,1.36889,0
Reep3,ENSMUSG00000019873,-1.90681,0
Megf10,ENSMUSG00000024593,-2.12765,0
Tmem88b,ENSMUSG00000073680,-1.68797,0
Hbb-bt,ENSMUSG00000073940,-1.88168,0
Cyb5r3,ENSMUSG00000018042,1.15018,0
Itgb8,ENSMUSG00000025321,-1.92918,0
Sptbn1,ENSMUSG00000020315,-1.05089,0
Anln,ENSMUSG00000036777,-1.96875,0
Sall1,ENSMUSG00000031665,-2.32809,0
Mal,ENSMUSG00000027375,-2.06268,0
mt-Nd2,ENSMUSG00000064345,-3.86332,0
Tns3,ENSMUSG00000020422,-1.62211,0
Cst3,ENSMUSG00000027447,-1.27279,0
Celf3,ENSMUSG00000028137,1.24077,0
Araf,ENSMUSG00000001127,1.07721,0
Zfp36l1,ENSMUSG00000021127,-2.09445,0
Papss2,ENSMUSG00000024899,-1.89943,0
Spag7,ENSMUSG00000018287,1.29394,0
Slc7a2,ENSMUSG00000031596,-2.24688,0
Irs4,ENSMUSG00000054667,1.62511,0
Tmem130,ENSMUSG00000043388,1.13805,0
Gfap,ENSMUSG00000020932,-1.54163,0
Nrsn1,ENSMUSG00000048978,-1.18187,0
mt-Rnr2,ENSMUSG00000064339,-4.74128,0
Ptprn,ENSMUSG00000026204,1.26415,0
Aldoc,ENSMUSG00000017390,-1.25102,0
Thrap3,ENSMUSG00000043962,1.22748,0
Lpp,ENSMUSG00000033306,-1.51647,0
Sept4,ENSMUSG00000020486,-1.20169,0
Npy,ENSMUSG00000029819,1.94202,0
Ugt8a,ENSMUSG00000032854,-2.30611,0
Paqr8,ENSMUSG00000025931,-1.42269,0
Ptprz1,ENSMUSG00000068748,-1.56991,0
Rfx4,ENSMUSG00000020037,-1.896,0
Clic4,ENSMUSG00000037242,-1.75851,0
2310022B05Rik,ENSMUSG00000031983,-1.41522,0
Bclaf1,ENSMUSG00000037608,1.29882,0
Atp1a1,ENSMUSG00000033161,1.23061,0
Purb,ENSMUSG00000094483,-0.97953,0
Scd2,ENSMUSG00000025203,-1.29152,0
Ecel1,ENSMUSG00000026247,1.64336,0
Zfp644,ENSMUSG00000049606,-1.13421,0
Nrsn2,ENSMUSG00000059361,0.98769,0
Gja1,ENSMUSG00000050953,-1.64351,0
mt-Nd6,ENSMUSG00000064368,-3.78211,0
S1pr1,ENSMUSG00000045092,-1.80873,0
Tspan2,ENSMUSG00000027858,-1.41401,0
H2bc4,ENSMUSG00000018102,-1.7124,0
Gm6565,ENSMUSG00000079224,1.45736,0
Fgfr3,ENSMUSG00000054252,-1.78926,0
Ptch1,ENSMUSG00000021466,-1.47109,0
Pla2g7,ENSMUSG00000023913,-1.62515,0
Fgd6,ENSMUSG00000020021,-1.72592,0
Kif1c,ENSMUSG00000020821,-1.42658,0
mt-Atp8,ENSMUSG00000064356,-4.08951,0
Csrp1,ENSMUSG00000026421,-1.38797,0
Nhsl1,ENSMUSG00000039835,-1.56225,0
Pclo,ENSMUSG00000061601,-0.99075,0
Pip4k2a,ENSMUSG00000026737,-1.05481,0
mt-Rnr1,ENSMUSG00000064337,-4.31941,0
mt-Co2,ENSMUSG00000064354,-3.64848,0
Mag,ENSMUSG00000036634,-1.99124,0
Acap2,ENSMUSG00000049076,-1.43582,0
Litaf,ENSMUSG00000022500,-2.23073,0
Slc14a1,ENSMUSG00000059336,-2.05986,0
Plce1,ENSMUSG00000024998,-1.53755,0
Abhd4,ENSMUSG00000040997,-1.48552,0
Gstm1,ENSMUSG00000058135,-1.32178,0
Tst,ENSMUSG00000044986,-2.11435,0
Habp4,ENSMUSG00000021476,0.95055,0
Mymk,ENSMUSG00000009214,3.24919,0
Fa2h,ENSMUSG00000033579,-2.14837,0
Snurf,ENSMUSG00000102627,1.55392,0
Gjb6,ENSMUSG00000040055,-1.93706,0
Erbin,ENSMUSG00000021709,-1.17105,0
Lix1,ENSMUSG00000047786,-1.59486,0
Otud7b,ENSMUSG00000038495,-1.09893,0
Sox8,ENSMUSG00000024176,-1.7985,0
Phlpp1,ENSMUSG00000044340,-1.22074,0
Tmem35a,ENSMUSG00000033578,1.32724,0
S100a1,ENSMUSG00000044080,-1.90532,0
Nfib,ENSMUSG00000008575,-1.5642,0
Egfr,ENSMUSG00000020122,-2.1559,0
Onecut2,ENSMUSG00000045991,-1.60282,0
Spop,ENSMUSG00000057522,-0.8791,0
Dock1,ENSMUSG00000058325,-1.96672,0
Ndn,ENSMUSG00000033585,0.98777,0
Prex1,ENSMUSG00000039621,-1.31791,0
Sash1,ENSMUSG00000015305,-1.00846,0
Pcdhgc3,ENSMUSG00000102918,-1.53666,0
Ttyh1,ENSMUSG00000030428,-1.45838,0
mt-Nd1,ENSMUSG00000064341,-3.5464,0
Pld3,ENSMUSG00000003363,1.09491,0
Lpar1,ENSMUSG00000038668,-2.48445,0
mt-Tp,ENSMUSG00000064372,-3.60596,0
Ptov1,ENSMUSG00000038502,1.05926,0
Apod,ENSMUSG00000022548,-1.95826,0
Gatm,ENSMUSG00000027199,-1.63226,0
Timp4,ENSMUSG00000030317,-1.74741,0
Olig2,ENSMUSG00000039830,-2.02211,0
Kcnj16,ENSMUSG00000051497,-1.4867,0
Mobp,ENSMUSG00000032517,-1.53289,0
Sept2,ENSMUSG00000026276,-1.19412,0
Slc39a12,ENSMUSG00000036949,-2.00168,0
H2-Q2,ENSMUSG00000091705,2.24938,0
Adhfe1,ENSMUSG00000025911,-2.43448,0
Sumo3,ENSMUSG00000020265,0.98367,0
Heyl,ENSMUSG00000032744,-1.70887,0
Rftn2,ENSMUSG00000025978,-2.02101,0
Xiap,ENSMUSG00000025860,-0.99373,0
Gpr37l1,ENSMUSG00000026424,-1.97545,0
Ptges3-ps,ENSMUSG00000040078,-3.71306,0
1700086L19Rik,ENSMUSG00000071265,1.43137,0
Gm29216,ENSMUSG00000101249,-3.26884,0
Gaa,ENSMUSG00000025579,1.08623,0
Rnf187,ENSMUSG00000020496,0.984,0
Fads1,ENSMUSG00000010663,-1.20119,0
Axl,ENSMUSG00000002602,-1.82648,0
Rnf128,ENSMUSG00000031438,1.79119,0
Timp3,ENSMUSG00000020044,-1.15468,0
mt-Co1,ENSMUSG00000064351,-3.88936,0
Slc6a3,ENSMUSG00000021609,-2.01722,0
Amot,ENSMUSG00000041688,-1.61722,0
Tbx3os2,ENSMUSG00000086847,3.59686,0
Mest,ENSMUSG00000051855,1.50643,0
Gm37701,ENSMUSG00000104174,-1.76782,0
Rnasek,ENSMUSG00000093989,1.0605,0
Fam216a,ENSMUSG00000029463,1.03921,0
Ankrd12,ENSMUSG00000034647,-0.93376,0
Ntsr2,ENSMUSG00000020591,-1.33417,0
Mmd2,ENSMUSG00000039533,-1.2061,0
Itgav,ENSMUSG00000027087,-2.01039,0
Vcam1,ENSMUSG00000027962,-2.12007,0
Padi2,ENSMUSG00000028927,-1.61207,0
Sox10,ENSMUSG00000033006,-1.97175,0
Epb41l2,ENSMUSG00000019978,-1.11882,0
mt-Tl1,ENSMUSG00000064340,-2.21062,0
Acss1,ENSMUSG00000027452,-1.6719,0
Cpne3,ENSMUSG00000028228,-1.6217,0
Rassf2,ENSMUSG00000027339,-1.07744,0
Nme2,ENSMUSG00000020857,1.27376,0
Psat1,ENSMUSG00000024640,-1.194,0
Bmp2k,ENSMUSG00000034663,-1.51247,0
Rogdi,ENSMUSG00000022540,1.03666,0
Asrgl1,ENSMUSG00000024654,-0.86885,0
Pygm,ENSMUSG00000032648,-1.97324,0
Bex2,ENSMUSG00000042750,1.03992,0
Glud1,ENSMUSG00000021794,-0.97678,0
Mlc1,ENSMUSG00000035805,-1.17275,0
S100a16,ENSMUSG00000074457,-1.64377,0
Tnfrsf11b,ENSMUSG00000063727,3.5197,0
Olfr287,ENSMUSG00000090129,-2.3552,0
Pdgfra,ENSMUSG00000029231,-2.43228,0
Dab2,ENSMUSG00000022150,-1.88898,0
Fmnl2,ENSMUSG00000036053,-1.02329,0
Rapgef4,ENSMUSG00000049044,-0.94593,0
Arhgef10,ENSMUSG00000071176,-1.67514,0
Gabre,ENSMUSG00000031340,1.43444,0
Minar2,ENSMUSG00000050875,0.96918,0
Ube2e2,ENSMUSG00000058317,1.04809,0
"",ENSMUSG00000099597,-1.18689,0
Cyp2j9,ENSMUSG00000015224,-1.64349,0
Gm28661,ENSMUSG00000102070,-5.69476,0
Tmem59l,ENSMUSG00000035964,1.15119,0
Oip5os1,ENSMUSG00000085438,-1.27917,0
Pdlim5,ENSMUSG00000028273,-1.2034,0
Slc12a2,ENSMUSG00000024597,-1.53649,0
Gm37158,ENSMUSG00000103234,-1.28261,0
Fgf13,ENSMUSG00000031137,0.86995,0
Hook3,ENSMUSG00000037234,-0.88048,0
Mpp6,ENSMUSG00000038388,-1.12346,0
Neu4,ENSMUSG00000034000,-2.83048,0
Nhlh2,ENSMUSG00000048540,1.62761,0
Resp18,ENSMUSG00000033061,1.12342,0
mt-Co3,ENSMUSG00000064358,-3.31342,0
Nacc2,ENSMUSG00000026932,-0.87596,0
Sox9,ENSMUSG00000000567,-2.09565,0
Fezf1,ENSMUSG00000029697,1.77393,0
Ppp1r3c,ENSMUSG00000067279,-1.27575,0
Rock1,ENSMUSG00000024290,-1.21106,0
Klf3,ENSMUSG00000029178,-1.17605,0
Lrig1,ENSMUSG00000030029,-1.40454,0
Usf3,ENSMUSG00000068284,-0.89001,0
Gna13,ENSMUSG00000020611,-0.89399,0
Mtmr10,ENSMUSG00000030522,-1.57274,0
Gorasp2,ENSMUSG00000014959,0.93331,0
Abhd3,ENSMUSG00000002475,-1.44451,0
Gab1,ENSMUSG00000031714,-1.49894,0
Ywhah,ENSMUSG00000018965,0.74463,0
Catspere2,ENSMUSG00000091476,-1.84856,0
Tlcd1,ENSMUSG00000019437,-2.3959,0
5031439G07Rik,ENSMUSG00000036046,-1.00057,0
Rtl8b,ENSMUSG00000067924,0.91177,0
Gpr146,ENSMUSG00000044197,-1.80769,0
Gm43305,ENSMUSG00000105703,0.77141,0
Gm42927,ENSMUSG00000105207,-1.20935,0
Elovl7,ENSMUSG00000021696,-1.65422,0
Ccdc88a,ENSMUSG00000032740,-0.93634,0
Dlk1,ENSMUSG00000040856,0.82796,0
Tjp1,ENSMUSG00000030516,-0.93265,0
Pianp,ENSMUSG00000030329,0.88102,0
Gpr17,ENSMUSG00000052229,-1.85088,0
Kansl1l,ENSMUSG00000026004,-1.38605,0
Scd1,ENSMUSG00000037071,-0.99743,0
Map2,ENSMUSG00000015222,-0.82159,0
Pou3f2,ENSMUSG00000095139,-1.4468,0
Bsn,ENSMUSG00000032589,-0.76992,0
Zfp488,ENSMUSG00000044519,-1.43744,0
Tet1,ENSMUSG00000047146,-1.12835,0
Shank1,ENSMUSG00000038738,-0.81323,0
Arglu1,ENSMUSG00000040459,1.26545,0
Gabarapl2,ENSMUSG00000031950,0.83976,0
Sox6,ENSMUSG00000051910,-1.47325,0
Cdk5r2,ENSMUSG00000090071,0.96272,0
Ttyh2,ENSMUSG00000034714,-1.61867,0
Trp53i11,ENSMUSG00000068735,0.9363,0
Nptxr,ENSMUSG00000022421,1.05979,0
Pllp,ENSMUSG00000031775,-1.51014,0
Cyfip1,ENSMUSG00000030447,-1.09032,0
Nr5a1,ENSMUSG00000026751,2.15869,0
mt-Te,ENSMUSG00000064369,-3.10054,0
Dusp26,ENSMUSG00000039661,0.89683,0
Arap2,ENSMUSG00000037999,-1.33793,0
Wnk1,ENSMUSG00000045962,-0.83234,0
Tceal3,ENSMUSG00000044550,0.99821,0
Morf4l1,ENSMUSG00000062270,0.7457,0
Slc25a18,ENSMUSG00000004902,-1.67912,0
Pon3,ENSMUSG00000029759,2.36248,0
Rims3,ENSMUSG00000032890,0.79161,0
Nadk2,ENSMUSG00000022253,-1.1299,0
Fgf1,ENSMUSG00000036585,-0.7515,0
Atp5md,ENSMUSG00000071528,1.01882,0
Tceal6,ENSMUSG00000031409,1.00324,0
Luzp2,ENSMUSG00000063297,-1.11561,0
Rian,ENSMUSG00000097451,-0.94192,0
Gprc5b,ENSMUSG00000008734,-1.58497,0
Klc2,ENSMUSG00000024862,0.85809,0
Mog,ENSMUSG00000076439,-1.82698,0
Bex3,ENSMUSG00000046432,0.91871,0
Fam166a,ENSMUSG00000026969,1.14129,0
Rmrp,ENSMUSG00000088088,-3.28923,0
Carmil1,ENSMUSG00000021338,-1.19851,0
Ptpro,ENSMUSG00000030223,1.14563,0
Kif5b,ENSMUSG00000006740,-0.74067,0
Pex5l,ENSMUSG00000027674,-0.88324,0
Aspa,ENSMUSG00000020774,-1.95274,0
Gjc3,ENSMUSG00000056966,-1.59098,0
Entpd1,ENSMUSG00000048120,-2.5478,0
Ankrd40,ENSMUSG00000020864,-0.96566,0
Gm9843,ENSMUSG00000050299,1.00426,0
Agt,ENSMUSG00000031980,-1.72917,0
Crebrf,ENSMUSG00000048249,-0.74609,0
Rrp7a,ENSMUSG00000018040,1.00626,0
Arhgap5,ENSMUSG00000035133,-0.87463,0
Cckar,ENSMUSG00000029193,1.54679,0
Mob1b,ENSMUSG00000006262,-0.97306,0
Plekho2,ENSMUSG00000050721,-1.764,0
Gpc5,ENSMUSG00000022112,-1.90958,0
Srrm2,ENSMUSG00000039218,0.86795,0
Mc3r,ENSMUSG00000038537,2.32517,0
Apc,ENSMUSG00000005871,-0.76013,0
Foxn3,ENSMUSG00000033713,-1.09629,0
Tceal5,ENSMUSG00000054034,0.96737,0
Krt90,ENSMUSG00000048699,2.41352,0
Prokr1,ENSMUSG00000049409,3.24697,0
Igsf11,ENSMUSG00000022790,-1.42403,0
Atp1b2,ENSMUSG00000041329,-0.91422,0
Spryd3,ENSMUSG00000036966,0.8588,0
Golgb1,ENSMUSG00000034243,-0.84171,0
Fam219a,ENSMUSG00000028439,0.87765,0
Chpt1,ENSMUSG00000060002,-1.51792,0
Mapre3,ENSMUSG00000029166,0.90956,0
Acot11,ENSMUSG00000034853,-1.21224,0
Cdh13,ENSMUSG00000031841,1.14804,0
Gm5152,ENSMUSG00000069355,7.16768,0
Slc6a1,ENSMUSG00000030310,-1.09071,0
Akap9,ENSMUSG00000040407,-0.7727,0
Ankib1,ENSMUSG00000040351,-0.84495,0
Cngb1,ENSMUSG00000031789,1.82595,0
Hbb-bs,ENSMUSG00000052305,-1.37955,0
Prdx6,ENSMUSG00000026701,-0.95564,0
Gabarapl1,ENSMUSG00000030161,0.73355,0
Rpl23,ENSMUSG00000071415,0.76283,0
Morf4l2,ENSMUSG00000031422,0.94881,0
Dnajb4,ENSMUSG00000028035,0.81398,0
Prmt2,ENSMUSG00000020230,0.79072,0
Gm28437,ENSMUSG00000101111,-4.59478,0
Snx2,ENSMUSG00000034484,0.90994,0
Spire1,ENSMUSG00000024533,-0.74092,0
Ak3,ENSMUSG00000024782,-1.0107,0
Pls1,ENSMUSG00000049493,-1.82059,0
Rhobtb3,ENSMUSG00000021589,-1.05654,0
Dazap2,ENSMUSG00000000346,-0.93703,0
Bex1,ENSMUSG00000050071,0.90961,0
Gm38393,ENSMUSG00000000948,-1.49922,0
Tox2,ENSMUSG00000074607,0.89689,0
Klhl5,ENSMUSG00000054920,-1.3762,0
Rbbp7,ENSMUSG00000031353,0.87994,0
Gng11,ENSMUSG00000032766,-1.98903,0
Esyt3,ENSMUSG00000037681,1.95422,0
Htra1,ENSMUSG00000006205,-2.28609,0
Scg2,ENSMUSG00000050711,0.82341,0
Gsk3a,ENSMUSG00000057177,0.74948,0
Srrm1,ENSMUSG00000028809,0.93985,0
Isl1,ENSMUSG00000042258,1.3597,0
Slc25a22,ENSMUSG00000019082,0.93978,0
C1qb,ENSMUSG00000036905,-2.41769,0
Zfp36l2,ENSMUSG00000045817,-1.46617,0
Hus1,ENSMUSG00000020413,-1.23362,0
"",ENSMUSG00000097695,-1.08819,0
Prkd3,ENSMUSG00000024070,-1.67243,0
6330403K07Rik,ENSMUSG00000018451,0.8513,0
Plppr2,ENSMUSG00000040563,1.1583,0
Ppp2r5a,ENSMUSG00000026626,-0.91304,0
Mcc,ENSMUSG00000071856,-1.06889,0
Macf1,ENSMUSG00000028649,-0.82116,0
Nrgn,ENSMUSG00000053310,1.16088,0
Thap12,ENSMUSG00000030753,-1.12604,0
Agmo,ENSMUSG00000050103,-4.6593,0
mt-Tc,ENSMUSG00000064349,-2.72774,0
Rab31,ENSMUSG00000056515,-1.33512,0
Mob3b,ENSMUSG00000073910,-2.06592,0
Arhgef26,ENSMUSG00000036885,-1.28318,0
Pcbp3,ENSMUSG00000001120,1.10038,0
Mesd,ENSMUSG00000038503,0.89217,0
Dio2,ENSMUSG00000007682,-1.26145,0
Strn,ENSMUSG00000024077,-0.80468,0
Caly,ENSMUSG00000025468,0.87862,0
Six3,ENSMUSG00000038805,1.13603,0
Kcnip3,ENSMUSG00000079056,-0.92768,0
Plxnb1,ENSMUSG00000053646,-1.25235,0
Nyap1,ENSMUSG00000045348,1.16871,0
AY036118,ENSMUSG00000105361,0.81922,0
Mtch1,ENSMUSG00000024012,0.7655,0
Id2,ENSMUSG00000020644,-1.29967,0
Rsrc2,ENSMUSG00000029422,0.82243,0
Mob1a,ENSMUSG00000043131,-1.25781,0
mt-Ty,ENSMUSG00000064350,-2.59804,0
Trim59,ENSMUSG00000034317,-1.77986,0
Kank1,ENSMUSG00000032702,-1.58124,0
Hap1,ENSMUSG00000006930,0.93265,0
Fam104a,ENSMUSG00000041629,0.85819,0
Rgs16,ENSMUSG00000026475,1.01432,0
Phactr4,ENSMUSG00000066043,-1.50467,0
Gpam,ENSMUSG00000024978,-1.48717,0
Eps15,ENSMUSG00000028552,-0.67069,0
Enpp6,ENSMUSG00000038173,-2.42138,0
Gap43,ENSMUSG00000047261,0.74635,0
Ssb,ENSMUSG00000068882,0.99279,0
Bmpr1a,ENSMUSG00000021796,-0.84804,0
Pou3f3,ENSMUSG00000045515,-1.25913,0
Rpl41,ENSMUSG00000093674,0.80352,0
Ensa,ENSMUSG00000038619,0.70857,0
Creb5,ENSMUSG00000053007,-2.11886,0
Plxnb3,ENSMUSG00000031385,-2.44344,0
Itgam,ENSMUSG00000030786,-2.30284,0
Unc79,ENSMUSG00000021198,-0.96698,0
Gng3,ENSMUSG00000071658,0.80091,0
Celf6,ENSMUSG00000032297,1.06198,0
Ahcyl1,ENSMUSG00000027893,-0.64205,0
Lrch3,ENSMUSG00000022801,-0.86863,0
Cyp2j6,ENSMUSG00000052914,-1.7362,0
Cpt1a,ENSMUSG00000024900,-1.87685,0
Ankrd34a,ENSMUSG00000049097,0.95417,0
Lgi4,ENSMUSG00000036560,-1.83763,0
Cldn10,ENSMUSG00000022132,-2.10522,0
Ank2,ENSMUSG00000032826,-0.73269,0
Folh1,ENSMUSG00000001773,-2.54213,0
Avp,ENSMUSG00000037727,-1.2526,0
Peli2,ENSMUSG00000021846,-0.974,0
Qser1,ENSMUSG00000074994,-0.92113,0
Dgkg,ENSMUSG00000022861,0.99719,0
Scrg1,ENSMUSG00000031610,-2.61774,0
Lims2,ENSMUSG00000024395,-1.62743,0
Id3,ENSMUSG00000007872,-2.0812,0
Ids,ENSMUSG00000035847,-0.71143,0
Npas3,ENSMUSG00000021010,-1.57299,0
Uchl1,ENSMUSG00000029223,0.8389,0
BC029722,ENSMUSG00000074649,0.87709,0
Tmem176b,ENSMUSG00000029810,1.07327,0
Akr1a1,ENSMUSG00000028692,0.74841,0
Grcc10,ENSMUSG00000072772,0.90855,0
Lrrc17,ENSMUSG00000039883,-3.58255,0
Hip1,ENSMUSG00000039959,-1.25227,0
Pcp4,ENSMUSG00000090223,0.82397,0
Gm37954,ENSMUSG00000104060,-1.41091,0
1700037H04Rik,ENSMUSG00000027327,0.90809,0
Ccdc190,ENSMUSG00000070532,-1.67606,0
Pou2f1,ENSMUSG00000026565,-0.83317,0
Rnf141,ENSMUSG00000030788,-0.75905,0
Foxo1,ENSMUSG00000044167,-1.00901,0
Atf7,ENSMUSG00000099083,-1.38125,0
Prrt1,ENSMUSG00000015476,0.92855,0
Srp14,ENSMUSG00000009549,0.75958,0
Gm14176,ENSMUSG00000062846,1.88386,0
Fam181b,ENSMUSG00000051515,-1.82134,0
Ngb,ENSMUSG00000021032,0.94368,0
Pde8a,ENSMUSG00000025584,-1.73373,0
Camkv,ENSMUSG00000032936,0.87754,0
Scoc,ENSMUSG00000063253,0.6593,0
Nme1,ENSMUSG00000037601,0.80539,0
Pak1,ENSMUSG00000030774,0.62885,0
Vat1,ENSMUSG00000034993,1.02264,0
Lamtor2,ENSMUSG00000028062,0.89878,0
Tomm6,ENSMUSG00000033475,1.02808,0
Gid4,ENSMUSG00000018415,-0.85957,0
Serp1,ENSMUSG00000027808,-1.03403,0
Npdc1,ENSMUSG00000015094,1.1609,0
Snhg14,ENSMUSG00000100826,-0.91799,0
Tshz2,ENSMUSG00000047907,-0.73471,0
Cldn11,ENSMUSG00000037625,-1.73406,0
Hpca,ENSMUSG00000028785,0.74372,0
Nebl,ENSMUSG00000053702,-0.71901,0
Ccng1,ENSMUSG00000020326,-0.75435,0
Bmerb1,ENSMUSG00000044117,0.62926,0
Map11,ENSMUSG00000036948,1.0352,0
Fxyd6,ENSMUSG00000066705,0.81903,0
Sptan1,ENSMUSG00000057738,-0.87105,0
Pi16,ENSMUSG00000024011,1.81263,0
Rhov,ENSMUSG00000034226,1.2557,0
Gabrq,ENSMUSG00000031344,0.7527,0
Ptges3,ENSMUSG00000071072,0.73063,0
Cbarp,ENSMUSG00000035640,0.85267,0
Cpne4,ENSMUSG00000032564,0.85656,0
Rnf208,ENSMUSG00000044628,0.80217,0
Ppp2r3a,ENSMUSG00000043154,-0.95975,0
Fkbp1a,ENSMUSG00000032966,0.6849,0
Serinc5,ENSMUSG00000021703,-1.29838,0
Calm2,ENSMUSG00000036438,0.61318,0
Fam107b,ENSMUSG00000026655,-1.35726,0
Gm29394,ENSMUSG00000022362,1.95055,0
Skap2,ENSMUSG00000059182,-1.51306,0
Nfe2l2,ENSMUSG00000015839,-1.73037,0
Lrrc61,ENSMUSG00000073096,0.83328,0
Abhd5,ENSMUSG00000032540,-1.22546,0
Prpf19,ENSMUSG00000024735,0.72957,0
Arhgap6,ENSMUSG00000031355,1.31764,0
Plp1,ENSMUSG00000031425,-1.93593,0
Gcc2,ENSMUSG00000038039,-0.75401,0
Hyou1,ENSMUSG00000032115,1.04049,0
Cfdp1,ENSMUSG00000031954,0.73836,0
