gene,ensembl_gene_id,log2FoldChange,padj
Wdr77,ENSMUSG00000000561,0.13958,0.2797718
Adora3,ENSMUSG00000000562,-5.00245,0.0946586
Atp5pb,ENSMUSG00000000563,0.14423,0.3268607
Sox9,ENSMUSG00000000567,-2.0289,0
Hnrnpd,ENSMUSG00000000568,-0.16211,0.0554201
Dynlt1c,ENSMUSG00000000579,0.97051,0.0016746
C1d,ENSMUSG00000000581,0.96903,0
Gm2a,ENSMUSG00000000594,-0.60387,0.0345751
Krit1,ENSMUSG00000000600,-0.0528,0.7235324
Clcn4,ENSMUSG00000000605,-0.30901,0.0239311
Vmn2r88,ENSMUSG00000000606,,
Grm6,ENSMUSG00000000617,-0.54043,
Sema4f,ENSMUSG00000000627,0.78365,0.0054064
Hk2,ENSMUSG00000000628,0.64503,0.2601272
Myo18a,ENSMUSG00000000631,-0.70663,0.000025
Sez6,ENSMUSG00000000632,-1.2463,0.0000035
Haao,ENSMUSG00000000673,-0.35586,0.8942371
Cd52,ENSMUSG00000000682,-0.01034,0.9952965
Abhd15,ENSMUSG00000000686,1.56922,0.0699699
Hoxb6,ENSMUSG00000000690,-1.47412,
Loxl3,ENSMUSG00000000693,-0.57695,0.7463069
Tcl1b5,ENSMUSG00000000701,,
Btn1a1,ENSMUSG00000000706,-6.46538,0.0040041
Kat2b,ENSMUSG00000000708,-1.45221,0
Rab5b,ENSMUSG00000000711,0.05066,0.6899512
Cryba1,ENSMUSG00000000724,-2.77785,0.426649
Dnmt3l,ENSMUSG00000000730,-3.13356,0.3523103
Aire,ENSMUSG00000000731,-0.54043,
Icosl,ENSMUSG00000000732,-2.76831,0.0354379
Spg7,ENSMUSG00000000738,0.07741,0.7759387
Sult5a1,ENSMUSG00000000739,-0.6718,0.7470331
Rpl13,ENSMUSG00000000740,1.52333,0
Chmp1a,ENSMUSG00000000743,0.7085,0.0000035
Rpa1,ENSMUSG00000000751,-0.58143,0.0456631
Serpinf1,ENSMUSG00000000753,-2.434,0.0014003
Tubgcp3,ENSMUSG00000000759,0.16454,0.5030753
Oprm1,ENSMUSG00000000766,-0.35465,0.3348908
Polr3d,ENSMUSG00000000776,0.62524,0.0012997
Tcf7,ENSMUSG00000000782,-0.42452,0.7627009
Ddx3x,ENSMUSG00000000787,-0.09264,0.704042
Il12rb1,ENSMUSG00000000791,0.58893,0.8029667
Slc5a5,ENSMUSG00000000792,-1.3264,0
Kcnn3,ENSMUSG00000000794,0.10302,0.7664006
Usp32,ENSMUSG00000000804,0.02198,0.8758297
Car4,ENSMUSG00000000805,-1.20752,0.5280835
Txnrd3,ENSMUSG00000000811,0.00954,0.9837425
Fasl,ENSMUSG00000000817,-1.08772,0.8378156
Zfp512b,ENSMUSG00000000823,0.20886,0.501018
Dnajc5,ENSMUSG00000000826,0.12363,0.181217
Tpd52l2,ENSMUSG00000000827,0.02872,0.9280057
Fmr1,ENSMUSG00000000838,-0.99008,0
Bcl11a,ENSMUSG00000000861,-1.25717,0.0011782
Il4,ENSMUSG00000000869,-1.12346,0.3024503
Pxmp4,ENSMUSG00000000876,-0.66457,0.0068248
Dlg3,ENSMUSG00000000881,0.13369,0.6116031
Gnb1l,ENSMUSG00000000884,0.18043,0.8920387
Dbh,ENSMUSG00000000889,-5.50408,0.0721397
Mmp11,ENSMUSG00000000901,-1.06027,0.4078876
Smarcb1,ENSMUSG00000000902,0.05066,0.8666316
Vpreb3,ENSMUSG00000000903,-0.44394,0.7883682
Hip1r,ENSMUSG00000000915,-0.43511,0.2100577
Nsun5,ENSMUSG00000000916,-0.46071,0.2449524
Top1mt,ENSMUSG00000000934,0.36556,0.1185985
Hoxa10,ENSMUSG00000000938,,
Hoxa4,ENSMUSG00000000942,,
Gm38393,ENSMUSG00000000948,-2.00924,0
Mmp14,ENSMUSG00000000957,-1.69754,0
Slc7a7,ENSMUSG00000000958,-2.11977,0.061841
Oxa1l,ENSMUSG00000000959,0.33012,0.0855341
Heatr6,ENSMUSG00000000976,0.61423,0.0001509
Ccl3,ENSMUSG00000000982,-1.72896,0.521186
Wfdc18,ENSMUSG00000000983,0.1201,0.9532014
Icam4,ENSMUSG00000001014,-2.22064,0.0478525
Ilf2,ENSMUSG00000001016,-0.09042,0.7528269
Chtop,ENSMUSG00000001017,0.00356,0.9827474
Snapin,ENSMUSG00000001018,0.67205,0
S100a4,ENSMUSG00000001020,-0.47959,0.5663154
S100a3,ENSMUSG00000001021,-0.98633,0.6656245
S100a5,ENSMUSG00000001023,,
S100a6,ENSMUSG00000001025,-1.45867,0.0011958
Scn4a,ENSMUSG00000001027,-2.47619,
Icam2,ENSMUSG00000001029,1.76358,0.0663699
Mapk7,ENSMUSG00000001034,0.53393,0.3753904
Epn2,ENSMUSG00000001036,-0.66407,0.0001423
B9d1,ENSMUSG00000001039,0.5871,0.0000017
Sec24b,ENSMUSG00000001052,0.05148,0.8957912
N4bp3,ENSMUSG00000001053,-0.50472,0.7405321
Rmnd5b,ENSMUSG00000001054,-0.09598,0.6564516
Nhp2,ENSMUSG00000001056,-0.27624,0.462549
Vps9d1,ENSMUSG00000001062,-0.10019,0.6307209
Zfp276,ENSMUSG00000001065,-0.74047,0.0673028
C1ql4,ENSMUSG00000001076,-3.04138,0.3617964
Mfsd10,ENSMUSG00000001082,0.5096,0.1782618
Luzp1,ENSMUSG00000001089,-1.63059,0
Slc13a2,ENSMUSG00000001095,-1.36327,
Kctd10,ENSMUSG00000001098,0.94663,0
Poldip2,ENSMUSG00000001100,0.54592,0.0852926
Sebox,ENSMUSG00000001103,-3.21646,
Ift20,ENSMUSG00000001105,0.89258,0
Col6a1,ENSMUSG00000001119,-0.00711,0.9977998
Pcbp3,ENSMUSG00000001120,0.91015,0
Lgals9,ENSMUSG00000001123,-2.99969,0.0000046
Araf,ENSMUSG00000001127,1.40151,0
Cfp,ENSMUSG00000001128,-2.18626,0.1145552
Timp1,ENSMUSG00000001131,1.99197,0.3444817
Uxt,ENSMUSG00000001134,0.11484,0.8155301
Cnnm3,ENSMUSG00000001138,0.34541,0.1029655
Lman2l,ENSMUSG00000001143,0.50678,0.0000039
Mcm3ap,ENSMUSG00000001150,0.11325,0.6292721
Pcnt,ENSMUSG00000001151,-0.42271,0.0051092
Ftcd,ENSMUSG00000001155,1.82712,0.5130138
Mxd1,ENSMUSG00000001156,-0.21766,0.4325661
Gmcl1,ENSMUSG00000001157,0.30371,0.3029166
Snrnp27,ENSMUSG00000001158,0.62715,0.0000004
Oas1c,ENSMUSG00000001166,1.30458,0.000113
Oas1h,ENSMUSG00000001168,-1.36327,
Ocrl,ENSMUSG00000001173,0.23438,0.0422483
Calm1,ENSMUSG00000001175,0.08975,0.3235753
Agpat3,ENSMUSG00000001211,-0.39311,0.1053904
Slc26a3,ENSMUSG00000001225,-1.43076,0.6640294
Sema6b,ENSMUSG00000001227,0.15268,0.5201498
Uhrf1,ENSMUSG00000001228,0.24428,0.9290575
Dpp9,ENSMUSG00000001229,-0.30479,0.1587989
Ramp2,ENSMUSG00000001240,-2.41246,0.1014144
Lsr,ENSMUSG00000001247,-0.49881,0.7863575
Gramd1a,ENSMUSG00000001248,-0.50357,0.2161876
Hpn,ENSMUSG00000001249,-5.07373,0.1036572
Gabrg1,ENSMUSG00000001260,0.54916,0.0000001
Ckb,ENSMUSG00000001270,-0.85454,0
Sp1,ENSMUSG00000001280,-1.39145,0
Itgb7,ENSMUSG00000001281,-0.61441,0.7892224
Myg1,ENSMUSG00000001285,0.53176,0.0070836
Rarg,ENSMUSG00000001288,-0.19512,0.7813191
Pfdn5,ENSMUSG00000001289,1.58114,0
Efnb2,ENSMUSG00000001300,0.22585,0.2679423
Rrp15,ENSMUSG00000001305,0.45298,0.4078173
Rnd2,ENSMUSG00000001313,-0.7717,0
Srr,ENSMUSG00000001323,-0.18566,0.2163744
Sync,ENSMUSG00000001333,0.55436,0.6221785
Fndc5,ENSMUSG00000001334,-0.87072,0.0000008
Acp5,ENSMUSG00000001348,-2.09704,0.6162261
Cnn1,ENSMUSG00000001349,1.22449,0.5145596
Fbxo9,ENSMUSG00000001366,0.21354,0.1094522
Vps50,ENSMUSG00000001376,-0.67897,0.0001772
Hars,ENSMUSG00000001380,0.18391,0.0859494
Zmat2,ENSMUSG00000001383,0.74198,0
Ube2c,ENSMUSG00000001403,-3.12845,0.02435
Smg5,ENSMUSG00000001415,0.30641,0.0154001
Cct3,ENSMUSG00000001416,0.27182,0.0867564
Glmp,ENSMUSG00000001418,-0.07354,0.9223145
Mef2d,ENSMUSG00000001419,0.50556,0.0000483
Tmem79,ENSMUSG00000001420,0.13011,0.9576271
Snd1,ENSMUSG00000001424,1.11728,0
Col18a1,ENSMUSG00000001435,-1.50555,0.2917486
Slc19a1,ENSMUSG00000001436,0.56581,0.3366625
Kpnb1,ENSMUSG00000001440,0.26948,0.0324723
Npepps,ENSMUSG00000001441,-0.27355,0.0081142
Tbx21,ENSMUSG00000001444,1.39117,0.4420392
Mrpl10,ENSMUSG00000001445,0.57788,0.0003822
Cyp51,ENSMUSG00000001467,-0.26339,0.0772753
Tcf25,ENSMUSG00000001472,0.02795,0.8108851
Tubb6,ENSMUSG00000001473,-0.58304,0.0579913
Def8,ENSMUSG00000001482,0.76985,0.0000493
Meox1,ENSMUSG00000001493,1.62059,0.0046434
Sost,ENSMUSG00000001494,-4.55206,0.382735
Nkx2-1,ENSMUSG00000001496,-2.10051,0
Pax9,ENSMUSG00000001497,-5.05388,0.0874452
Irx2,ENSMUSG00000001504,-1.21481,0.1498056
Col1a1,ENSMUSG00000001506,-2.30668,0.0002779
Itga3,ENSMUSG00000001507,0.87229,0.0001036
Sgca,ENSMUSG00000001508,-4.28503,0.4142598
Dlx3,ENSMUSG00000001510,-4.694,0.1459687
Foxm1,ENSMUSG00000001517,0.29249,0.667519
Itfg2,ENSMUSG00000001518,0.46314,0.0372911
Nrip2,ENSMUSG00000001520,0.12234,0.3638417
Tulp3,ENSMUSG00000001521,-0.99413,0.0564255
Gtf2h4,ENSMUSG00000001524,0.50311,0.4813167
Tubb5,ENSMUSG00000001525,0.60793,0.0000002
Ell2,ENSMUSG00000001542,-0.0784,0.7700921
Jup,ENSMUSG00000001552,-0.80163,0.0000002
Fkbp10,ENSMUSG00000001555,-1.09846,0.5871659
Klhl10,ENSMUSG00000001558,0.6239,0.7777422
Mnx1,ENSMUSG00000001566,,
Nom1,ENSMUSG00000001569,0.22273,0.2809789
Ergic1,ENSMUSG00000001576,1.07693,0
Tnk1,ENSMUSG00000001583,-2.23734,
Acap1,ENSMUSG00000001588,-3.26789,
Tcea3,ENSMUSG00000001604,1.53937,0.0000428
Csn3,ENSMUSG00000001622,-0.54043,
Ifrd1,ENSMUSG00000001627,-0.40326,0.005848
Stk38l,ENSMUSG00000001630,-0.61015,0.0029739
Brpf1,ENSMUSG00000001632,-0.28156,0.65388
Akr1b3,ENSMUSG00000001642,0.4625,0.0540964
Hoxc13,ENSMUSG00000001655,,
Hoxc11,ENSMUSG00000001656,,
Hoxc8,ENSMUSG00000001657,,
Hoxc6,ENSMUSG00000001661,,
Gstt1,ENSMUSG00000001663,-0.71384,0.0059505
Gstt3,ENSMUSG00000001665,-1.45181,0.0129269
Ddt,ENSMUSG00000001666,0.14692,0.3970045
Tat,ENSMUSG00000001670,-3.93733,0.4578208
Marveld3,ENSMUSG00000001672,-0.86044,0.1410837
Ddx18,ENSMUSG00000001674,0.42275,0.1094702
Ubl3,ENSMUSG00000001687,-0.29407,0.1415525
Gramd3,ENSMUSG00000001700,-2.58973,0.0000567
Eef1e1,ENSMUSG00000001707,0.3692,0.020115
Akt1,ENSMUSG00000001729,0.47914,0.0056398
Cldn15,ENSMUSG00000001739,3.63976,0.4972986
Il16,ENSMUSG00000001741,-0.81188,0.6700308
Tcirg1,ENSMUSG00000001750,-0.00648,0.9969166
Naglu,ENSMUSG00000001751,0.71429,0.5548713
Coasy,ENSMUSG00000001755,0.56321,0.0715381
Smo,ENSMUSG00000001761,-0.90579,0.0314095
Tspan33,ENSMUSG00000001763,0.99182,0.0305081
Crnkl1,ENSMUSG00000001767,-0.32929,0.0380488
Rin2,ENSMUSG00000001768,-0.46912,0.0668712
Folh1,ENSMUSG00000001773,-1.7718,0.1197393
Chordc1,ENSMUSG00000001774,0.0184,0.9376477
Rtcb,ENSMUSG00000001783,0.44209,0.0016172
Pwp1,ENSMUSG00000001785,0.18365,0.6591736
Fbxo7,ENSMUSG00000001786,-0.79403,0.000808
Capns1,ENSMUSG00000001794,1.2535,0
Lrp3,ENSMUSG00000001802,0.31809,0.043199
Dsg4,ENSMUSG00000001804,-0.54043,
Evx2,ENSMUSG00000001815,,
Hoxd13,ENSMUSG00000001819,,
Hoxd12,ENSMUSG00000001823,,
Folr1,ENSMUSG00000001827,-3.04218,
Clpb,ENSMUSG00000001829,-0.79922,0.0000002
Septin7,ENSMUSG00000001833,-0.38709,0.0008999
Zdhhc4,ENSMUSG00000001844,-0.13975,0.6131827
Rac1,ENSMUSG00000001847,0.12064,0.2001859
Nup214,ENSMUSG00000001855,-0.22198,0.5384423
Aif1l,ENSMUSG00000001864,-2.4431,0
Cpa3,ENSMUSG00000001865,-3.77561,
Ltbp1,ENSMUSG00000001870,-1.25188,0.3125336
Ugp2,ENSMUSG00000001891,-0.32938,0.1165542
Kcnh6,ENSMUSG00000001901,0.03522,0.949581
Trmt1,ENSMUSG00000001909,0.21581,0.5023067
Nacc1,ENSMUSG00000001910,0.17898,0.1484194
Nfix,ENSMUSG00000001911,-1.6593,0
Slc1a5,ENSMUSG00000001918,-4.79727,0.0028899
Uba1,ENSMUSG00000001924,0.22109,0.0566037
Vwf,ENSMUSG00000001930,-4.9205,0.0050906
Siae,ENSMUSG00000001942,0.17371,0.7143131
Vsig2,ENSMUSG00000001943,-2.82325,0.1993949
Esam,ENSMUSG00000001946,0.88595,0.5179776
Spa17,ENSMUSG00000001948,0.74641,0.0120082
Fam50a,ENSMUSG00000001962,-0.07674,0.8280725
Emd,ENSMUSG00000001964,0.19247,0.2911313
Taco1,ENSMUSG00000001983,0.09039,0.8804093
Grik3,ENSMUSG00000001985,-1.66011,0
Gria3,ENSMUSG00000001986,-1.56215,0
Npas1,ENSMUSG00000001988,-3.26364,0.0336316
Sipa1l2,ENSMUSG00000001995,-0.74101,0.0198863
Ap4e1,ENSMUSG00000001998,-0.70807,0.0774399
Blvra,ENSMUSG00000001999,0.56286,0.0089311
Pdzd4,ENSMUSG00000002006,1.13947,0.0000027
Srpk3,ENSMUSG00000002007,-0.23268,0.9102886
Idh3g,ENSMUSG00000002010,0.21966,0.0987742
Pnck,ENSMUSG00000002012,0.75778,0
Ssr4,ENSMUSG00000002014,1.29,0
Bcap31,ENSMUSG00000002015,0.73495,0.0002075
Fam98a,ENSMUSG00000002017,-0.70245,0.0114416
Ltbp2,ENSMUSG00000002020,-2.51019,0.4083629
Kmt2a,ENSMUSG00000002028,-0.08719,0.4221369
Ift46,ENSMUSG00000002031,0.54315,0.0023216
Tmem25,ENSMUSG00000002032,-0.87446,0.0000232
Cd3g,ENSMUSG00000002033,-0.54043,
Trappc6a,ENSMUSG00000002043,0.9186,0.072745
Supt6,ENSMUSG00000002052,0.45864,0.0512652
Spag5,ENSMUSG00000002055,-2.30209,0
Foxn1,ENSMUSG00000002057,-1.74181,
Unc119,ENSMUSG00000002058,0.58687,0.0001134
Rab34,ENSMUSG00000002059,0.94124,0.0000007
Sdf2,ENSMUSG00000002064,0.96417,0
Ccne1,ENSMUSG00000002068,0.30063,0.7112867
Hsf2bp,ENSMUSG00000002076,0.74148,0.4728933
Bbc3,ENSMUSG00000002083,-0.10308,0.9119315
Mybpc3,ENSMUSG00000002100,-1.36327,
Psmc3,ENSMUSG00000002102,0.24041,0.3338746
Acp2,ENSMUSG00000002103,0.32933,0.0843946
Rapsn,ENSMUSG00000002104,1.08153,0.6143152
Slc39a13,ENSMUSG00000002105,0.27938,0.4578822
Celf2,ENSMUSG00000002107,-1.27514,0
Nr1h3,ENSMUSG00000002108,-3.59294,0.0132548
Ddb2,ENSMUSG00000002109,-1.95736,0.0000455
Spi1,ENSMUSG00000002111,-1.36995,0.3458387
Sf3a1,ENSMUSG00000002129,0.63444,0.0080479
Stat6,ENSMUSG00000002147,0.70226,0.0457998
Clgn,ENSMUSG00000002190,-2.05678,0.00001
Napsa,ENSMUSG00000002204,0.41609,0.7984186
Vrk3,ENSMUSG00000002205,0.30245,0.2054774
Smg9,ENSMUSG00000002210,0.19809,0.7414476
Paxip1,ENSMUSG00000002221,0.43542,0.0708048
Rmnd5a,ENSMUSG00000002222,0.2984,0.0769718
Mov10,ENSMUSG00000002227,1.66421,0
Ppm1j,ENSMUSG00000002228,-2.11173,0.2783227
Rhoc,ENSMUSG00000002233,0.48468,0.0636077
Prr27,ENSMUSG00000002240,,
Tead3,ENSMUSG00000002249,0.07963,0.9476082
Ppard,ENSMUSG00000002250,0.10011,0.8726154
Def6,ENSMUSG00000002257,0.91526,0.6756724
Peg3,ENSMUSG00000002265,0.17441,0.4865405
Zim1,ENSMUSG00000002266,-0.10328,0.7552278
Metrn,ENSMUSG00000002274,-0.72135,0.0661513
Lmf1,ENSMUSG00000002279,0.13215,0.8017534
Ciao3,ENSMUSG00000002280,-0.04368,0.8917802
Angptl4,ENSMUSG00000002289,-2.79423,0.028839
Dbf4,ENSMUSG00000002297,-0.92945,0.3230387
Daxx,ENSMUSG00000002307,0.74142,0.0177682
Cd320,ENSMUSG00000002308,1.04271,0.0001742
Ipo4,ENSMUSG00000002319,0.03769,0.9075323
Tm9sf1,ENSMUSG00000002320,-0.5081,0.2377288
Rec8,ENSMUSG00000002324,0.97927,0.0000005
Irf9,ENSMUSG00000002325,1.72211,0
Gmpr2,ENSMUSG00000002326,-0.73648,0.1739626
Mdp1,ENSMUSG00000002329,0.25205,0.2126573
Dhrs1,ENSMUSG00000002332,-0.23062,0.0506353
Ncan,ENSMUSG00000002341,-1.14603,0
Tmem161a,ENSMUSG00000002342,0.84385,0.001173
Armc6,ENSMUSG00000002343,-0.27931,0.4592473
Borcs8,ENSMUSG00000002345,0.62426,0.056568
Slc25a42,ENSMUSG00000002346,0.02086,0.9311086
Snx9,ENSMUSG00000002365,0.04957,0.9256252
Ranbp3,ENSMUSG00000002372,0.26661,0.2046225
Ndufa11,ENSMUSG00000002379,0.6659,0
Bmp8b,ENSMUSG00000002384,-1.88373,0.4420511
Nr2f6,ENSMUSG00000002393,-0.20456,0.69365
Use1,ENSMUSG00000002395,1.43089,0
Ocel1,ENSMUSG00000002396,-0.25105,0.6087842
Dyrk1b,ENSMUSG00000002409,0.75097,0.0149054
Braf,ENSMUSG00000002413,-0.44863,0.0000074
Ndufb2,ENSMUSG00000002416,0.96785,0
Hltf,ENSMUSG00000002428,-0.59252,0.000051
Prpf6,ENSMUSG00000002455,0.47982,0.0814682
Rgs19,ENSMUSG00000002458,0.24203,0.3825272
Rgs20,ENSMUSG00000002459,-0.76539,0.000001
Abhd3,ENSMUSG00000002475,-1.37409,0.0000024
Snrpd1,ENSMUSG00000002477,1.07735,0
Tchp,ENSMUSG00000002486,-0.3664,0.4795684
Tiam1,ENSMUSG00000002489,0.03789,0.8995755
Tsc2,ENSMUSG00000002496,0.03671,0.9080587
Rpl3l,ENSMUSG00000002500,-0.81765,0.7950055
Slc9a3r2,ENSMUSG00000002504,-0.15982,0.713844
Puf60,ENSMUSG00000002524,0.55985,0.0000304
Golga2,ENSMUSG00000002546,0.41739,0.0068567
Uck1,ENSMUSG00000002550,0.99349,0
Scin,ENSMUSG00000002565,3.12523,
Ikzf4,ENSMUSG00000002578,0.48865,0.0447733
Mien1,ENSMUSG00000002580,0.98356,0
Pon1,ENSMUSG00000002588,-0.09135,
Axl,ENSMUSG00000002602,-2.15492,0.0006851
Tgfb1,ENSMUSG00000002603,-2.01004,0.0059721
Ccdc97,ENSMUSG00000002608,0.91855,0.0001371
Zfp40,ENSMUSG00000002617,0.35099,0.4656268
Akap8l,ENSMUSG00000002625,-0.35537,0.1019668
Shh,ENSMUSG00000002633,-0.56034,0.3753086
Pdcd2l,ENSMUSG00000002635,0.20053,0.5396972
Gtf2f1,ENSMUSG00000002658,0.27871,0.0616172
Clpp,ENSMUSG00000002660,1.08485,0
Alkbh7,ENSMUSG00000002661,0.3166,0.0572747
Pspn,ENSMUSG00000002664,-2.79836,
Dennd1c,ENSMUSG00000002668,0.09691,0.9327217
Med6,ENSMUSG00000002679,0.25194,0.1438015
Prkd1,ENSMUSG00000002688,0.07401,0.9023601
Lcp2,ENSMUSG00000002699,1.15583,0.0000001
Cse1l,ENSMUSG00000002718,-0.60695,0.0000001
Naa20,ENSMUSG00000002728,0.20208,0.2344566
Prkra,ENSMUSG00000002731,0.91345,0.0000046
Fkbp7,ENSMUSG00000002732,-1.71382,0.308359
Plekha3,ENSMUSG00000002733,0.5615,0.0000055
Ykt6,ENSMUSG00000002741,0.20079,0.0717246
Baz1b,ENSMUSG00000002748,0.23693,0.0348246
Pex6,ENSMUSG00000002763,0.42341,0.1022857
Mrpl2,ENSMUSG00000002767,0.36696,0.0880607
Mea1,ENSMUSG00000002768,0.56745,0.0000023
Gnmt,ENSMUSG00000002769,-5.73745,0.0012492
Grin2d,ENSMUSG00000002771,0.17244,0.4490702
Kdelr1,ENSMUSG00000002778,1.90032,0
Tmem143,ENSMUSG00000002781,0.2536,0.3564938
Pdxk-ps,ENSMUSG00000002791,-0.72859,0.7931988
Ggct,ENSMUSG00000002797,-0.22331,0.206935
Jag2,ENSMUSG00000002799,0.83323,0.0052115
Btbd6,ENSMUSG00000002803,0.59183,0.0179171
Nudt14,ENSMUSG00000002804,0.69519,0.1657127
Epdr1,ENSMUSG00000002808,0.81412,0.0000012
Flii,ENSMUSG00000002812,0.01222,0.9203836
Top3a,ENSMUSG00000002814,-0.09587,0.8371607
Atg4d,ENSMUSG00000002820,0.502,0.1862625
Qtrt1,ENSMUSG00000002825,0.28902,0.4216105
Plin4,ENSMUSG00000002831,-1.70179,0.3994145
Hdgfl2,ENSMUSG00000002833,0.80137,0.0005936
Chaf1a,ENSMUSG00000002835,-0.52091,0.3995246
Adprh,ENSMUSG00000002844,-0.02006,0.9355834
Tmem39a,ENSMUSG00000002845,0.20162,0.4421414
Timmdc1,ENSMUSG00000002846,0.93235,0.0000008
Pla1a,ENSMUSG00000002847,0.88582,0.3182939
